Date;Hour;WS01;WS02;WS03;WS04;WS05;WS06;WS07;WS08;WS09;WS10;WS11;WS12;WS13;WS14;WS15;WS16;WS17;WS18;WS19;WS20;WS21;WS22;WS23;WS24;WS25;WS26;WS27;WS28;WS29;WS30;WS31;WS32;WS33;WS34;WS35;WS36
01.01.;11;0.687701567;0.815509272;0.696859912;0.774446982;0.776125601;0.907496841;0.749178767;0.36726854;0.383402109;0.776383731;0.672263285;0.349328015;0.067409951;0.905074514;0.414153878;0.822393536;0.083012589;0.166153954;0.957373975;0.067404151;0.313904634;0.426933794;0.880767414;0.294485104;0.636220195;0.454541094;0.714684406;0.764871667;0.836873129;0.886322431;0.446340501;0.779236464;0.682305547;0.860150991;0.426156277;0.654397115
01.01.;12;0.693030469;0.802898236;0.713308671;0.77438288;0.771124176;0.900770584;0.723237323;0.345343258;0.338765704;0.715996884;0.600044231;0.330513223;0.066185826;0.901926755;0.367845387;0.818068152;0.076582843;0.125514012;0.930928335;0.081699725;0.312872945;0.404516325;0.878056057;0.30487658;0.614928161;0.460666368;0.71512203;0.765850374;0.840357992;0.878544769;0.36020778;0.782068164;0.699407274;0.851551226;0.467834662;0.683187086
01.01.;13;0.704434352;0.800351266;0.727030394;0.780829107;0.765370827;0.897114078;0.724205566;0.349279789;0.3009212;0.616796911;0.545476589;0.323053849;0.069123422;0.899761495;0.340993862;0.82465438;0.073909485;0.104425228;0.87788735;0.103075985;0.331785117;0.387888816;0.876104769;0.322557097;0.591598347;0.448146975;0.725380069;0.770521159;0.841303617;0.868245384;0.27120212;0.797704605;0.718576334;0.851202747;0.487497871;0.729269587
01.01.;14;0.736456454;0.806072744;0.73366332;0.79001424;0.744224944;0.889652508;0.74988295;0.375175498;0.267303652;0.504198092;0.48993812;0.323372242;0.072494091;0.897124465;0.307714024;0.828656163;0.066653971;0.091466968;0.801779187;0.133382017;0.365726056;0.397196847;0.867782489;0.353841174;0.551429357;0.44438804;0.744061305;0.786692682;0.848241321;0.85510568;0.211885358;0.799591176;0.732394025;0.8543184;0.478190483;0.769715009
01.01.;15;0.783530166;0.823097;0.746641788;0.798043282;0.736436878;0.881453221;0.767689506;0.405737856;0.233150735;0.405615094;0.427126624;0.31762425;0.07640255;0.897086808;0.292592885;0.844861582;0.064050341;0.089522057;0.739148404;0.175711435;0.412046353;0.409619212;0.866064093;0.385591239;0.512236929;0.426716516;0.766467087;0.813811189;0.857399237;0.839865607;0.172058332;0.807169326;0.754025065;0.860039047;0.475469489;0.791304478
01.01.;16;0.811111955;0.838657751;0.758148746;0.810457589;0.722864296;0.874614296;0.77404831;0.441822079;0.19127303;0.329737794;0.381197392;0.32859639;0.08241066;0.89704446;0.287020536;0.855953779;0.068239732;0.093641082;0.702127038;0.234425507;0.443505825;0.439675054;0.853180416;0.420043581;0.461291944;0.434575909;0.799521391;0.839995472;0.864792458;0.836502827;0.145736756;0.815780497;0.779406567;0.869255758;0.493011281;0.802194215
01.01.;17;0.8304087;0.843531322;0.776114176;0.830694456;0.719020877;0.871559631;0.746678096;0.475473841;0.138693539;0.281338988;0.339203278;0.346591434;0.083332308;0.899643833;0.283162506;0.863061193;0.077148188;0.107504861;0.673296801;0.295829296;0.474823339;0.481948983;0.835743827;0.463692838;0.411091892;0.469640223;0.816747067;0.861739714;0.877415888;0.832532791;0.149509327;0.831884113;0.805092762;0.876040835;0.546216301;0.810762128
01.01.;18;0.842658891;0.848236145;0.795356995;0.857017426;0.711575456;0.870435495;0.646174814;0.489517453;0.10252897;0.262112693;0.310125219;0.353057052;0.07886968;0.900436989;0.288845278;0.871213632;0.091186744;0.133829322;0.639126635;0.352293494;0.502097367;0.532273042;0.814545441;0.501276478;0.352882332;0.517473483;0.825342253;0.878392628;0.883348926;0.819589973;0.160240539;0.837806082;0.816106826;0.882481694;0.592355785;0.810121483
01.01.;19;0.854335625;0.846405812;0.81344607;0.87830532;0.696125097;0.872485723;0.513539833;0.490299233;0.080149674;0.264058673;0.295813652;0.335964834;0.076150114;0.899733031;0.28651996;0.872272887;0.097531989;0.15772879;0.610303113;0.394859594;0.533257297;0.583447064;0.774175291;0.545589739;0.287303094;0.565182032;0.832588847;0.886662695;0.883963435;0.801915938;0.167151545;0.838537482;0.816828246;0.887598815;0.64363894;0.796986519
01.01.;20;0.85825801;0.840190254;0.837777249;0.896272665;0.689396058;0.873448189;0.421258396;0.490924367;0.071224256;0.285968286;0.273226766;0.313326279;0.089643716;0.898567734;0.278092415;0.871775385;0.097163092;0.173625799;0.581907716;0.436627548;0.59686681;0.654737877;0.733728729;0.603564444;0.233350426;0.617610568;0.845191295;0.893283264;0.883199375;0.762677192;0.175851557;0.838603742;0.818429817;0.891262482;0.700454212;0.773116847
