x1;x2;Technology;x3;x4
7.471070688882893e7;7.098325468367556e7;CCGT;0.0;38.19001740095866
7.139300501606672e7;0.0;OCGT;0.0;8.77101261988474
6.708296269379279e7;0.0;SMR;0.0;1.0738963112646562
7.392746803265938e7;0.0;PtG;0.0;39.702194934032505
6.924776765508865e7;0.0;H2T;0.0;11.642628365551435
6.523818391030203e7;0.0;PV;0.0;286.0865684222626
7.039772041171056e7;0.0;ONWIND;0.0;127.52528205186104
7.457065119866532e7;0.0;OFFWIND;0.0;27.875352115356677
7.736890027710822e7;0.0;UHS;0.0;3450.523682796934
7.147259785099551e7;0.0;BESS_E;0.0;210.20782362646156
0.0;0.0;BESS_P;0.0;29.185947978349517
