x1;x2;Technology;x3;x4
6.60457992577291e7;6.862735261861973e7;CCGT;0.0;34.49718896716609
7.013785448890305e7;0.0;OCGT;0.0;15.039024249390948
6.698184082524685e7;0.0;SMR;0.0;4.118505672322529
6.625202600450802e7;0.0;PtG;0.0;18.366972219910455
7.096461600781703e7;0.0;H2T;0.0;1.6467594261972285
6.865513760711312e7;0.0;PV;0.0;311.75154855232887
7.029374907584302e7;0.0;ONWIND;0.0;131.77590909148077
6.810351071019667e7;0.0;OFFWIND;0.0;14.010276996076687
6.6867167414343e7;0.0;UHS;0.0;1500.7582838846845
6.6244946749933705e7;0.0;BESS_E;0.0;454.1840549902663
0.0;0.0;BESS_P;0.0;63.816812352195285
