x1;x2;Technology;x3;x4
7.341413484107389e7;7.105812422765088e7;CCGT;0.0;35.537086129618125
6.931115179520598e7;0.0;OCGT;0.0;14.306766283583293
6.779177885311233e7;0.0;SMR;0.0;2.110619783331389
7.003486631222808e7;0.0;PtG;0.0;23.94770936110994
7.437752280208397e7;0.0;H2T;0.0;7.389793666215895
6.787424561855131e7;0.0;PV;0.0;290.7078074941743
7.522923680353554e7;0.0;ONWIND;0.0;122.86588901981713
7.350770916526915e7;0.0;OFFWIND;0.0;25.324480619588755
7.804752501142856e7;0.0;UHS;0.0;2505.38980905758
7.362102239912798e7;0.0;BESS_E;0.0;327.6219075693029
0.0;0.0;BESS_P;0.0;46.12023834066684
